,zip,lat,lng,city,state_id,state_name,county_name,Average Temperature (Kelvin),Average Air Pressure (hPa),Average Humidity (%),Average Daily Precipitation (mm),fips,elevation,WAT_LAND,NVG_LAND,URB_LAND,GRS_LAND,FOR_LAND,CULTRF_LAND,CULTIR_LAND,CULT_LAND,SQ1,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7
76,10001,40.75065,-73.99718,New York,NY,New York,New York,273.7775,1017.2825,66.38,0.1125,36061,16,0.0,0.0,96.32174682617192,0.39085865020752003,2.0590009689331104,0.10838651657104499,1.12000703811646,1.2283935546875,3,2,1,1,1,1,1
77,10301,40.62846,-74.0962,Staten Island,NY,New York,Richmond,273.8575,1017.0775,67.77250000000001,0.15000000000000002,36085,15,0.0,0.0,0.0,0.0,0.0,0.0,0.149570196866989,0.149570196866989,0,0,0,0,0,0,0
78,10451,40.82077,-73.92387,Bronx,NY,New York,Bronx,273.9575,1017.45,67.8775,0.14750000000000002,36005,18,0.0,0.0,97.3058853149414,4.76837158203125e-06,0.0,0.0,2.69410991668701,2.69410991668701,3,2,1,1,1,1,1
79,10501,41.29448,-73.76075,Amawalk,NY,New York,Westchester,273.055,1016.655,70.35,0.135,36119,151,0.0,0.0,46.8416748046875,4.72836494445801,48.070735931396506,0.0,0.35922449827194197,0.35922449827194197,3,2,1,1,1,1,1
80,10509,41.41174,-73.59437,Brewster,NY,New York,Putnam,273.055,1016.655,70.35,0.135,36079,185,0.0,0.0,11.666034698486301,7.89688348770142,80.283317565918,0.0,0.153764203190804,0.153764203190804,2,2,1,1,1,1,1
81,10901,41.13876,-74.11615,Suffern,NY,New York,Rockland,273.39250000000004,1015.7975,70.15,0.14750000000000002,36087,59,10.066999435424801,0.0,30.1824436187744,5.32152652740479,54.10107421875,0.0,0.32795619964599604,0.32795619964599604,2,2,1,1,1,1,1
82,11001,40.72353,-73.70456999999998,Floral Park,NY,New York,Nassau,274.2525,1017.13,70.66,0.14500000000000002,36059,22,0.0,0.0,0.0,0.0,0.0,0.0,9.96706771850586,9.96706771850586,0,0,0,0,0,0,0
83,11004,40.74628,-73.71148000000002,Glen Oaks,NY,New York,Queens,274.2525,1017.13,70.66,0.14500000000000002,36081,1,0.0,0.0,0.0,0.0,0.0,0.0,0.10678970068693198,0.10678970068693198,0,0,0,0,0,0,0
84,11201,40.69463,-73.98971999999998,Brooklyn,NY,New York,Kings,273.7775,1017.2825,66.38,0.1125,36047,1,0.0,0.0,0.0,0.0,0.0,0.0,1.6022269725799598,1.6022269725799598,0,0,0,0,0,0,0
85,12007,42.45616,-73.92765,Alcove,NY,New York,Albany,270.80499999999995,1016.1225,72.215,0.125,36001,258,0.0,0.0,0.692410409450531,8.88399791717529,90.3188018798828,0.0,0.104789599776268,0.104789599776268,1,1,1,2,1,1,1
86,12008,42.85301,-73.90799,Alplaus,NY,New York,Schenectady,270.80499999999995,1016.1225,72.215,0.125,36093,185,0.0,0.0,2.7761998176574703,8.57675361633301,86.98275756835942,1.48417067527771,0.180118694901466,1.6642893552780198,1,1,1,1,1,1,1
87,12010,42.93797,-74.17385999999998,Amsterdam,NY,New York,Montgomery,270.80499999999995,1016.1225,72.215,0.125,36057,243,0.0,0.0,0.787884950637817,8.87287330627441,90.2057266235352,0.0,0.133515000343323,0.133515000343323,2,2,1,1,1,1,1
88,12015,42.28262,-73.8272,Athens,NY,New York,Greene,271.985,1015.955,70.4275,0.14,36039,665,0.0,0.0,0.34970000386238104,7.4471759796142605,81.2912979125977,10.8962755203247,0.015550940297543997,10.911826133728,2,2,1,1,1,1,1
89,12017,42.32118,-73.46216,Austerlitz,NY,New York,Columbia,270.80499999999995,1016.1225,72.215,0.125,36021,231,0.0,0.0,0.301691621541977,8.8934268951416,90.4146728515625,2.98023223876953e-08,0.390208393335342,0.39020842313766496,2,2,1,1,1,1,1
90,12018,42.62952,-73.52591,Averill Park,NY,New York,Rensselaer,270.80499999999995,1016.1225,72.215,0.125,36083,483,0.0,0.0,0.7188023328781129,8.89026260375977,90.38253784179692,0.0,0.008397652767598629,0.008397652767598629,3,3,2,1,1,1,2
91,12019,42.93075,-73.88635,Ballston Lake,NY,New York,Saratoga,270.80499999999995,1016.1225,72.215,0.125,36091,90,1.9510999917984,0.0,4.9601001739502,7.70742559432983,76.1747741699219,8.927793502807619,0.278807103633881,9.20660018920898,2,1,1,1,1,1,1
92,12025,43.0833,-74.13600000000002,Broadalbin,NY,New York,Fulton,269.9725,1015.9375,78.4025,0.105,36035,262,0.0,0.0,2.23420000076294,6.41329145431519,54.0284233093262,36.889499664306605,0.43458569049835205,37.3240852355957,1,1,1,1,1,1,1
93,12031,42.76477,-74.4569,Carlisle,NY,New York,Schoharie,269.9725,1015.9375,78.4025,0.105,36095,383,0.0,0.0,0.5773000121116639,8.55696678161621,88.27481079101558,2.5009562969207795,0.0899658426642418,2.5909221172332795,2,1,1,1,1,1,1
94,12064,42.61434000000001,-74.65729,East Worcester,NY,New York,Otsego,269.9725,1015.9375,78.4025,0.105,36077,451,0.0,0.0,0.8305000066757199,8.23367595672607,85.4490203857422,5.3953995704650906,0.0914037972688675,5.486803531646731,2,1,1,1,1,1,1
95,12108,43.57407,-74.44934,Lake Pleasant,NY,New York,Hamilton,269.9725,1015.9375,78.4025,0.105,36041,752,0.0,0.0,0.0901999995112419,9.25421619415283,84.1396179199219,6.51570844650269,0.00025770760839805,6.51596593856812,3,2,2,1,1,1,2
